"iter","loglik","score_max_abs","finite_score","bt","eta_used","ls_ok","seed","n","k","family","method","eta0","eta_mult","eta_label","eta_init","eta_times_n","case"
39,-462551.321595987,0.610747045973486,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
40,-462551.317302975,0.540798289599894,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
41,-462551.313923669,0.479046884617917,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
42,-462551.311260636,0.424507594340825,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
43,-462551.309159814,0.376316891414982,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
44,-462551.307500738,0.333717473949152,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
45,-462551.306189201,0.296044813724512,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
46,-462551.305151422,0.262715461024885,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
47,-462551.304329443,0.233216869217755,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
48,-462551.303677764,0.207098535225208,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
49,-462551.30316068,0.183964280276872,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
